Selite_en,Longitude,Latitude,N_GK25,E_GK25,Name_fi,Name_en
culture,24.664003,60.178207,6673975,25481352,Lehtikaskenpuisto,Latokaski residents' park
culture,24.945707,60.175472,6673624,25496987,Kaisaniemen kasvitieteellinen puutarha,Kaisaniemi Botanic Garden
culture,24.596163,60.193,6675644,25477597,Palttinapuisto,Palttinapuisto park
culture,24.707438,60.237747,6680597,25483792,Träskändan kartanopuisto,Träskända Manor park
culture,24.80572,60.230335,6679751,25489235,Tikanpuisto,Tikanpuisto park
culture,24.937683,60.18899,6675131,25496543,Alppipuisto,Alppipuisto Park
culture,24.77779,60.161633,6672102,25487661,Pattistenpelto puisto,Pattistenpelto park
culture,24.810575,60.181374,6674295,25489488,Tapiolan Silkkiniityn puisto,Tapiolan Silkkiniitty park
culture,24.765211,60.174347,6673521,25486968,Kotitontunpuisto,Kotitontunpuisto park
culture,24.956709,60.156853,6671549,25497596,Kaivopuisto,Kaivopuisto Park
culture,24.953217,60.215584,6678093,25497407,Koiruohonpuisto,
culture,24.756699,60.169353,6672966,25486493,Niittykummunpuisto,Niittykummunpuisto park
culture,24.806723,60.205887,6677027,25489282,Kurkijoenpuisto,Kurkijoenpuisto park
culture,24.64312,60.146503,6670449,25480174,Ankkuripohjanpuisto,Ankkuripohjanpuisto park
culture,24.623272,60.184856,6674728,25479096,Vantinpuisto,Vantinpuisto park
culture,24.742414,60.232193,6679970,25485728,Tuohisniityn puisto,Tuohisniitty park
culture,24.893698,60.222656,6678884,25494108,Haagan Alppiruusupuisto,Haagan Alppiruusupuisto - Rhododendron Park in Haaga
culture,24.801796,60.21829,6678410,25489013,Leppäviidanpuisto,Leppäviidanpuisto park
culture,24.783878,60.23203,6679944,25488025,Nurmilinnunpuisto,Nurmilinnunpuisto park
culture,24.771255,60.199825,6676358,25487313,Porttipuisto,Porttipuisto park
culture,24.753521,60.149906,6670800,25486309,Rantaraitin puisto,Coastal fresh park
culture,24.664375,60.142235,6669967,25481353,Kartanonkulma,Kartanonkulma park
culture,24.947615,60.167454,6672731,25497092,Esplanadin puisto,Esplanade Park
culture,24.68207,60.192284,6675538,25482363,Espoon keskuspuisto,Espoo Central park
culture,24.976212,60.213573,6677868,25498681,Annalan puutarha,Annala Garden
culture,24.703615,60.17931,6674088,25483551,Sinisiimeksen puisto,Sinisiimes park
culture,24.958172,60.202087,6676589,25497680,Kumpulan kasvitieteellinen puutarha,Kumpula Botanic Garden
culture,24.694765,60.148132,6670616,25483044,Iivisniemenpuisto,Iivisniemenpuisto park
culture,24.811377,60.2154,6678087,25489543,Alberganesplanadin puisto,Alberganesplanadi park
culture,24.79844,60.185375,6674743,25488816,Pohjankulman puisto,Pohjankulma park
culture,24.931623,60.18612,6674811,25496206,Talvipuutarha,The Winter Garden
culture,24.93265,60.162056,6672130,25496260,Sinebrychoffin puisto,Sinebrychoff Park
culture,24.733809,60.161175,6672060,25485219,Tynnyripuisto,Tynnyripuisto park
culture,24.733809,60.18629,6674858,25485230,Lillhemtinpuisto,Lillhemtinpuisto park
culture,24.650486,60.15109,6670958,25480586,Laivatorin puisto,Laivatori park
culture,24.782063,60.213737,6677906,25487918,Lansapuronpuisto,Lansanpuronpuisto park
culture,24.746336,60.157482,6671645,25485913,Matinlaakson puisto,Matinlaakso residents' park
culture,24.712898,60.23925,6680763,25484096,Ryytimaan puisto,Ryytimaa park
culture,24.668427,60.139217,6669630,25481576,Soukan asukaspuisto,
culture,24.751095,60.233383,6680101,25486209,Puutarhapuisto,Puutarhapuisto park
culture,24.716831,60.24736,6681666,25484317,Kulloonmäenpuisto,Kulloonmäenpuisto park
culture,24.771782,60.1572,6671609,25487326,Haukilahdenrannan puisto,Haukilahdenranta park
culture,24.778303,60.231945,6679936,25487716,Tähtimöpuisto,Tähtimöpuisto park
culture,24.914072,60.181328,6674278,25495232,Sibeliuksen puisto,Sibelius Park
culture,24.809618,60.21497,6678039,25489446,Parkvillanpihan puisto,Parkvilla park
culture,24.67173,60.20378,6676822,25481795,Suvelan puisto,Suvela park
culture,24.823902,60.212177,6677725,25490237,Everstinpuisto,Everstinpuisto park
culture,24.664213,60.21027,6677547,25481382,Kirkkojärvenpuisto,Kirkkojärvenpuisto park
culture,24.768171,60.191563,6675438,25487139,Vanhan-Mankkaan puisto,Vanhan-Mankkaan puisto park
culture,24.936317,60.17282,6673329,25496465,Kansalaistori,Kansalaistori Square
culture,24.812445,60.223755,6679017,25489605,Muukalaispuisto,Muukalaispuisto park
culture,24.757692,60.24281,6681150,25486578,Kuttulammenpuisto,Kuttulammenpuisto park
culture,24.812286,60.214745,6678013,25489594,Albergan kartanopuisto,Alberga Mansion park
culture,24.669966,60.14139,6669872,25481663,Soukantorin puisto,Soukantori park
culture,24.786026,60.215996,6678157,25488138,Trillapuisto,Trillapuisto park
culture,24.803316,60.216076,6678163,25489097,Ruusutorpanpuisto,Ruusutorpanpuisto park
culture,24.7843,60.184334,6674630,25488031,Koivuviidan kentän puisto,Koivuviidankenttä park
culture,24.70643,60.247765,6681713,25483742,Marketanpuisto,Marketanpuisto park
culture,24.960487,60.20025,6676384,25497809,Vallilan siirtolapuutarha,Vallila allotment garden
culture,24.914581,60.156258,6671485,25495256,Hyväntoivonpuisto,Hyväntoivonpuisto - Hyväntoivon Park
culture,24.940897,60.181747,6674323,25496720,Tarja Halosen puisto,Tarja Halonen park
culture,24.765211,60.174347,6673521,25486968,Kotitontunpuisto,Kotitontunpuisto
culture,25.029814,60.177612,6673861,25501655,Tullisaari,
culture,24.982466,60.21727,6678280,25499028,Katariina Saksilaisen puisto,
culture,24.933195,60.15425,6671260,25496290,Pyhän Birgitan puisto,
culture,24.95267,60.1789,6674006,25497373,Hakaniemenpuisto,
culture,24.893929,60.158535,6671741,25494110,Koirakivenniemi,
culture,24.946041,60.17476,6673544,25497005,Kaisaniemen puisto,Kaisaniemi Park
culture,24.867838,60.219368,6678521,25492674,Strömberginpuisto,Strömberg Park
culture,24.943403,60.165035,6672461,25496858,Kolmikulma / Dianapuisto,Kolmikulma / Diana park
culture,24.8558,60.220963,6678700,25492007,Patterimäen puisto,"Patterimäki - ""Battery Hill"" Park"
culture,24.9848,60.14892,6670665,25499156,Suomenlinnan merilinnoitus,Suomenlinna Sea Fortress
culture,24.812681,60.222366,6678862,25489618,Rinkelipuisto,Rinkelipuisto park
culture,24.939732,60.166092,6672579,25496654,Vanha kirkkopuisto - Ruttopuisto,"Old Church Park - Ruttopuisto (""Plague park"")"
culture,24.976025,60.184113,6674586,25498670,Kalasatamanpuisto,Kalasatamanpuisto Park
culture,25.04905,60.19556,6675862,25502721,Roihuvuoren Kirsikkapuisto,Roihuvuori Cherry Park - Kirsikkapuisto
culture,24.940752,60.157574,6671630,25496710,Eiranpuisto,Eiranpuisto - Eira Park
culture,24.704056,60.248116,6681753,25483610,Marketan puisto,Marketanpuisto (Marketta park)
culture,24.961279,60.16742,6672726,25497850,Tove Janssonin puisto,Tove Jansson Park
culture,25.082825,60.23014,6679717,25504589,Kontulan kelkkapuisto,
culture,25.056103,60.198925,6676237,25503112,Roihuvuoren japanilaisvaikutteinen puutarha,Roihuvuoren japanilaisvaikutteinen puutarha - Japan inspired ga
culture,24.889534,60.19277,6675555,25493872,Meilahden arboretum,Meilahti Arboretum
culture,24.960571,60.173912,6673450,25497811,Liisanpuistikko,Liisanpuistikko - Liisa Green
culture,24.93339,60.27389,6684590,25496314,Niskalan arboretum,Niskala arboretum
culture,24.952595,60.183876,6674560,25497369,Karhupuisto,Karhupuisto
culture,25.008066,60.21872,6678441,25500447,Viikin arboretum,Viikki arboretum
culture,24.934502,60.17994,6674122,25496365,Töölönlahti,Töölönlahti Bay
culture,24.940874,60.180103,6674140,25496719,Tokoinranta,Tokoinranta
culture,24.919445,60.181644,6674313,25495530,Topeliuksenpuisto,Topeliuksenpuisto - Topelius Park
culture,24.952372,60.21989,6678573,25497360,Taivaskallio,Taivaskallio
culture,24.913471,60.16779,6672770,25495196,Lapinlahden sairaala-alue,Lapinlahti hospital area
culture,24.94357,60.189774,6675218,25496869,Lenininpuisto,Leninin puisto - Lenin Park
culture,24.815054,60.17612,6673709,25489735,Leimuniityn puisto,Leimuniitty park
culture,24.746494,60.157536,6671652,25485922,Matinkylän asukaspuisto,
daycare,24.986801,60.275494,6684767,25499270,Leikkipuisto Jalopeura,Playground Jalopeura
daycare,25.084251,60.20601,6677028,25504672,Leikkipuisto Iso-Antti,Playground Iso-Antti
daycare,24.853165,60.23311,6680053,25491864,Leikkipuisto Vähätupa,Playground Vähätupa
daycare,24.933235,60.254265,6682403,25496303,Leikkipuisto Soihtu,Playground Soihtu
daycare,24.764357,60.229877,6679708,25486942,Karakallion asukaspuisto,
daycare,25.075626,60.235863,6680354,25504190,Leikkipuisto Kiikku,Playground Kiikku
daycare,24.862585,60.229073,6679603,25492385,Leikkipuisto Nuoli,Playground Nuoli
daycare,24.942123,60.20997,6677468,25496791,Leikkipuisto Kimmo,Playground Kimmo
daycare,25.043625,60.210014,6677472,25502419,Leikkipuisto Hilleri,Playground Hilleri
daycare,25.075104,60.16439,6672391,25504170,Leikkipuisto Puuskakulma,Playground Puuskakulma
daycare,25.083124,60.262413,6683312,25504602,Leikkipuisto Jakomäki,Playground Jakomäki
daycare,24.81927,60.23028,6679743,25489985,Leppävaaran asukaspuisto,
daycare,25.06702,60.221577,6678761,25503715,Leikkipuisto Myllynsiipi,Playground Myllynsiipi
daycare,24.960335,60.19805,6676139,25497800,Leikkipuisto Vallila,Playground Vallila
daycare,25.028519,60.273445,6684539,25501578,Leikkipuisto Tapuli,Playground Tapuli
daycare,25.033724,60.19785,6676117,25501871,Leikkipuisto Herttoniemi,Playground Herttoniemi
daycare,25.013237,60.23739,6680521,25500733,Leikkipuisto Maasälpä,Playground Maasälpä
daycare,25.038631,60.18667,6674871,25502143,Leikkipuisto Tuorinniemi,Playground Tuorinniemi
daycare,25.070223,60.231907,6679913,25503891,Leikkipuisto Kurkimäki,Playground Kurkimäki
daycare,25.139914,60.211563,6677652,25507757,Leikkipuisto Lohikäärmepuisto,Playground Lohikäärmepuisto
daycare,24.853193,60.252544,6682219,25491871,Leikkipuisto Kaunokki,Playground Kaunokki
daycare,24.934402,60.159683,6671866,25496357,Perhetalo Betania,Family House Betania
daycare,24.975933,60.204937,6676906,25498665,Leikkipuisto Arabia,Playground Arabia
daycare,25.062754,60.236053,6680374,25503477,Leikkipuisto Kipinäpuisto,Playground Kipinäpuisto
daycare,25.12394,60.28358,6685675,25506857,Nissaksen asukaspuisto,
daycare,25.06948,60.353107,6693417,25503836,Korson asukaspuisto,
daycare,24.959856,60.21159,6677648,25497774,Leikkipuisto Intia,Playground Intia
daycare,24.822811,60.21418,6677949,25490177,Perkkaan asukaspuisto,
daycare,24.866663,60.20495,6676915,25492606,Leikkipuisto Ulvila,Playground Ulvila
daycare,25.00353,60.232456,6679972,25500196,Leikkipuisto Salpausselkä,Playground Salpausselkä
daycare,24.959885,60.178574,6673969,25497774,Perhetalo Sahrami,Family House Sahrami
daycare,24.960117,60.242825,6681128,25497791,Leikkipuisto Etupelto,Playground Etupelto
daycare,25.057047,60.27082,6684247,25503157,Leikkipuisto Nurkka,Playground Nurkka
daycare,25.05792,60.18132,6674276,25503214,Leikkipuisto Kiiltotähti,Playground Kiiltotähti
daycare,24.918232,60.16121,6672037,25495460,Leikkipuisto Ruoholahti,Playground Ruoholahti
daycare,24.942041,60.198338,6676172,25496785,Leikkipuisto Lehdokki,Playground Lehdokki
daycare,24.881948,60.243,6681152,25493461,Leikkipuisto Kannelmäki,Playground Kannelmäki
daycare,25.016573,60.267635,6683891,25500917,Leikkipuisto Kurranummi,Playground Kurranummi
daycare,24.848387,60.27317,6684518,25491610,Vihertien asukaspuisto,
daycare,25.06146,60.203224,6676717,25503408,Leikkipuisto Roihuvuori,Playground Roihuvuori
daycare,25.006727,60.28031,6685304,25500372,Leikkipuisto Linnunrata,Playground Linnunrata
daycare,24.892397,60.213123,6677822,25494034,Leikkipuisto Isonneva,Playground Isonneva
daycare,24.919838,60.176548,6673746,25495551,Leikkipuisto Taivallahti,Playground Taivallahti
daycare,24.92824,60.230347,6679739,25496024,Leikkipuisto Maunula,Playground Maunula
daycare,24.877707,60.231785,6679903,25493224,Leikkipuisto Laurinniitty,Playground Laurinniitty
daycare,24.99045,60.244904,6681359,25499471,Leikkipuisto Unikko,Playground Unikko
daycare,25.015154,60.25734,6682744,25500839,Leikkipuisto Kotinummi,Playground Kotinummi
daycare,24.868902,60.21856,6678430,25492733,Leikkipuisto Strömberg,Playground Strömberg
daycare,25.122543,60.23536,6680302,25506789,Leikkipuisto Mellunmäki,Playground Mellunmäki
daycare,24.944254,60.18257,6674415,25496907,Leikkipuisto Linja,Playground Linja
daycare,24.996552,60.251804,6682127,25499809,Leikkipuisto Traktori,Playground Traktori
daycare,24.921968,60.198483,6676189,25495672,Leikkipuisto Sanna,Playground Sanna
daycare,25.121393,60.20213,6676599,25506732,Leikkipuisto Haruspuisto,Playground Haruspuisto
daycare,24.889421,60.203518,6676753,25493868,Leikkipuisto Viiri,Playground Viiri
daycare,24.946676,60.25839,6682862,25497048,Leikkipuisto ja perhetalo Torpparinmäki,Playground ja perhetalo Torpparinmäki
daycare,25.08704,60.234943,6680252,25504822,Perhetalo Naapuri,Family House Naapuri
daycare,25.100344,60.212627,6677767,25505563,Leikkipuisto Rusthollari,Playground Rusthollari
daycare,25.001404,60.270622,6684224,25500078,Leikkipuisto Kesanto,Playground Kesanto
daycare,24.876163,60.160706,6671984,25493124,Leikkipuisto Lahnalahti,Playground Lahnalahti
daycare,25.032799,60.229866,6679684,25501817,Leikkipuisto Viikkari,Playground Viikkari
daycare,24.857878,60.244473,6681319,25492128,Leikkipuisto Piika,Playground Piika
daycare,24.598473,60.19323,6675669,25477726,Kylätalo Palttinan asukaspuisto,
daycare,25.039846,60.17141,6673171,25502212,Leikkipuisto Rudolf,Playground Rudolf
daycare,25.01772,60.248413,6681750,25500981,Leikkipuisto Filpus,Playground Filpus
daycare,24.941435,60.159634,6671859,25496748,Leikkipuisto Seppä,Playground Seppä
daycare,25.141008,60.204025,6676812,25507820,Leikkipuisto Mustakivi,Playground Mustakivi
daycare,25.137627,60.201912,6676576,25507633,Perhetalo Kajuutta,Family House Kajuutta
daycare,24.87243,60.19978,6676338,25492925,Leikkipuisto Munkki,Playground Munkki
daycare,24.985762,60.260353,6683080,25499212,Leikkipuisto Tervapääsky,Playground Tervapääsky
daycare,24.908485,60.19374,6675662,25494923,Leikkipuisto Tullinpuomi,Playground Tullinpuomi
daycare,24.94653,60.18945,6675181,25497033,Leikkipuisto Brahe,Playground Brahe
daycare,25.049177,60.15239,6671052,25502731,Leikkipuisto Santahamina,Playground Santahamina
daycare,24.668592,60.201733,6676595,25481620,Suvelan asukaspuisto,
daycare,24.959187,60.228737,6679558,25497738,Leikkipuisto Mäkitorppa,Playground Mäkitorppa
daycare,25.08367,60.241936,6681031,25504635,Leikkipuisto Lampi,Playground Lampi
daycare,24.938255,60.173855,6673444,25496573,Leikkipuisto Loru,
daycare,24.744808,60.22786,6679487,25485858,Viherkallion asukaspuisto,
daycare,24.746494,60.157536,6671652,25485922,Matinkylän asukaspuisto,
daycare,24.731514,60.16832,6672856,25485095,Olarin asukaspuisto,
traffic,25.051582,60.194843,6675782,25502861,Roihuvuoren kirjasto,Roihuvuori Library
traffic,24.613712,60.169197,6672987,25478555,Saunalahden kirjasto,Saunalahti Library
traffic,24.94135,60.249065,6681824,25496752,Paloheinän kirjasto,Paloheinä Library
traffic,24.853647,60.261337,6683198,25491898,Myyrmäen kirjasto,Myyrmäki Library
traffic,24.976784,60.208977,6677356,25498713,Arabianrannan kirjasto,Arabianranta Library
traffic,24.891588,60.21417,6677939,25493990,Etelä-Haagan kirjasto,Etelä-Haaga Library
traffic,24.80992,60.21748,6678318,25489463,Sellon kirjasto,Sellon kirjasto
traffic,24.917463,60.183304,6674498,25495420,Töölön kirjasto,Töölö Library
traffic,25.037836,60.20663,6677095,25502098,Herttoniemen kirjasto,Herttoniemi Library
traffic,24.782915,60.161007,6672031,25487946,Haukilahden kirjasto,Haukilahti Library
traffic,25.07989,60.212097,6677706,25504429,Itäkeskuksen kirjasto,Itäkeskus Library
traffic,25.014954,60.25052,6681984,25500828,Malmin kirjasto,Malmi Library
traffic,25.076054,60.260307,6683077,25504210,Jakomäen kirjasto,Jakomäki Library
traffic,25.012651,60.227364,6679405,25500701,Viikin kirjasto,Viikki Library
traffic,24.859592,60.245884,6681476,25492223,Malminkartanon kirjasto,Malminkartano Library
traffic,24.851395,60.277206,6684967,25491777,Martinlaakson kirjasto,Martinlaakso Library
traffic,24.946783,60.166336,6672606,25497045,Rikhardinkadun kirjasto,Rikhardinkatu Library
traffic,24.672998,60.13772,6669461,25481829,Soukan kirjasto,Soukka Library
traffic,24.887127,60.23217,6679945,25493746,Pohjois-Haagan kirjasto,Pohjois-Haaga Library
traffic,24.62114,60.228016,6679537,25479005,Karhusuon kirjasto,Karhusuo Library
traffic,24.80551,60.204033,6676821,25489214,Laajalahden kirjasto,Laajalahti Library
traffic,24.6543,60.151913,6671048,25480799,Pikkulaivan kirjasto,Pikkulaiva Library
traffic,24.594921,60.188026,6675091,25477525,Kauklahden kirjasto,Kauklahti Library
traffic,24.876202,60.23885,6680690,25493142,Kannelmäen kirjasto,Kannelmäki Library
traffic,24.739182,60.306084,6688203,25485581,Kalajärven kirjasto,Kalajärvi Library
traffic,25.049484,60.18003,6674132,25502746,Laajasalon kirjasto,Laajasalo Library
traffic,24.804646,60.178085,6673930,25489158,Tapiolan kirjasto,Tapiola Library
traffic,24.657864,60.203636,6676810,25481026,Entressen kirjasto,Entresse Library
traffic,24.88338,60.15862,6671751,25493524,Lauttasaaren kirjasto,Lauttasaari Library
traffic,24.769236,60.245502,6681448,25487219,Laaksolahden kirjasto,Laaksolahti Library
traffic,25.061855,60.323376,6690103,25503418,Koivukylän kirjasto,Koivukylä Library
traffic,25.075611,60.223507,6678977,25504191,Myllypuron mediakirjasto,Myllypuro Media Library
traffic,25.058722,60.296253,6687081,25503247,Hiekkaharjun kirjasto,Hiekkaharju Library
traffic,25.05702,60.270954,6684262,25503156,Puistolan kirjasto,Puistola Library
traffic,24.920868,60.159977,6671899,25495606,Jätkäsaaren kirjasto ja infokeskus,Jätkäsaari Library
traffic,24.935846,60.20084,6676451,25496442,Kaukopalvelu,Interlibrary loan
traffic,25.03384,60.274574,6684665,25501873,Tapulikaupungin kirjasto,Tapulikaupunki Library
traffic,24.935858,60.200836,6676450,25496443,Pasilan kirjasto,Pasila Library
traffic,24.938158,60.17397,6673457,25496567,Keskustakirjasto Oodi,Helsinki Central Library Oodi
traffic,24.962585,60.19233,6675502,25497924,Vallilan kirjasto,Vallila Library
traffic,24.94715,60.21072,6677551,25497070,Käpylän kirjasto,Käpylä Library
traffic,24.737713,60.161537,6672099,25485436,Ison Omenan kirjasto,Iso Omena Library
traffic,24.990772,60.249966,6681923,25499489,Pukinmäen kirjasto,Pukinmäki Library
traffic,24.933672,60.231285,6679843,25496325,Maunulan kirjasto,Maunula Library
traffic,24.962605,60.22807,6679484,25497928,Oulunkylän kirjasto,Oulunkylä Library
traffic,25.14392,60.20868,6677331,25507980,Vuosaaren kirjasto,Vuosaari Library
traffic,24.986555,60.146717,6670419,25499253,Suomenlinnan kirjasto,Suomenlinna Library
traffic,24.663368,60.167595,6672793,25481311,Nöykkiön kirjasto,Nöykkiö Library
traffic,24.935858,60.200836,6676450,25496443,Monikielinen kirjasto,Multilingual Library
traffic,24.958258,60.284874,6685813,25497691,Pointin kirjasto,Point Library
traffic,25.11454,60.24641,6681532,25506344,Länsimäen kirjasto,Länsimäki Library
traffic,24.95356,60.18372,6674543,25497423,Kallion kirjasto,Kallio Library
traffic,24.725943,60.21083,6677594,25484805,Kauniaisten kirjasto,Kauniainen library
traffic,24.742147,60.22742,6679438,25485711,Viherlaakson kirjasto,Viherlaakso Library
traffic,24.875578,60.196865,6676013,25493099,Munkkiniemen kirjasto,Munkkiniemi Library
traffic,24.86033,60.226818,6679352,25492260,Pitäjänmäen kirjasto,Pitäjänmäki Library
traffic,25.10364,60.277122,6684953,25505735,Hakunilan kirjasto,Hakunila Library
traffic,25.076616,60.352,6693293,25504230,Lumon kirjasto,Lumo Library
traffic,25.018679,60.26571,6683677,25501034,Tapanilan kirjasto,Tapanila Library
traffic,24.99842,60.275642,6684783,25499913,Suutarilan kirjasto,Suutarila Library
traffic,24.804855,60.256767,6682696,25489195,Pähkinärinteen kirjasto,Pähkinärinne Library
traffic,25.085348,60.23764,6680552,25504728,Kontulan kirjasto,Kontula Library
traffic,25.041939,60.29517,6686960,25502319,Tikkurilan kirjasto,Tikkurila Library
traffic,24.895195,60.20154,6676532,25494188,Pikku Huopalahden lastenkirjasto,Pikku Huopalahti Children's Library
traffic,25.211632,60.262024,6683285,25511716,Sakarinmäen lastenkirjasto,Sakarinmäki Children's Library
traffic,24.80992,60.21748,6678318,25489463,Venäjänkielinen kirjasto,Russian Library
traffic,24.740381,60.190643,6675341,25485597,Suurpellon kirjasto,Suurpelto Library
traffic,24.782915,60.161007,6672031,25487946,Haukilahden kirjasto,Haukilahti Library
traffic,25.061855,60.323376,6690103,25503418,Koivukylän kirjasto,Koivukylä Library
traffic,24.80992,60.21748,6678318,25489463,Sellon kirjasto,Sellon kirjasto
traffic,24.935858,60.200836,6676450,25496443,Monikielinen kirjasto,Multilingual Library
traffic,25.085348,60.23764,6680552,25504728,Kontulan kirjasto,Kontula Library
traffic,24.737713,60.161537,6672099,25485436,Ison Omenan kirjasto,Iso Omena Library
traffic,25.03384,60.274574,6684665,25501873,Tapulikaupungin kirjasto,Tapulikaupunki Library
traffic,24.875578,60.196865,6676013,25493099,Munkkiniemen kirjasto,Munkkiniemi Library
traffic,24.86033,60.226818,6679352,25492260,Pitäjänmäen kirjasto,Pitäjänmäki Library
traffic,24.887127,60.23217,6679945,25493746,Pohjois-Haagan kirjasto,Pohjois-Haaga Library
traffic,25.014954,60.25052,6681984,25500828,Malmin kirjasto,Malmi Library
traffic,24.935846,60.20084,6676451,25496442,Kaukopalvelu,Interlibrary loan
traffic,24.962585,60.19233,6675502,25497924,Vallilan kirjasto,Vallila Library
traffic,24.663368,60.167595,6672793,25481311,Nöykkiön kirjasto,Nöykkiö Library
traffic,25.018679,60.26571,6683677,25501034,Tapanilan kirjasto,Tapanila Library
traffic,24.804646,60.178085,6673930,25489158,Tapiolan kirjasto,Tapiola Library
traffic,24.933672,60.231285,6679843,25496325,Maunulan kirjasto,Maunula Library
traffic,24.739182,60.306084,6688203,25485581,Kalajärven kirjasto,Kalajärvi Library
traffic,24.672998,60.13772,6669461,25481829,Soukan kirjasto,Soukka Library
traffic,24.769236,60.245502,6681448,25487219,Laaksolahden kirjasto,Laaksolahti Library
traffic,24.938158,60.17397,6673457,25496567,Keskustakirjasto Oodi,Helsinki Central Library Oodi
traffic,24.742147,60.22742,6679438,25485711,Viherlaakson kirjasto,Viherlaakso Library
traffic,24.851395,60.277206,6684967,25491777,Martinlaakson kirjasto,Martinlaakso Library
traffic,25.11454,60.24641,6681532,25506344,Länsimäen kirjasto,Länsimäki Library
traffic,24.6543,60.151913,6671048,25480799,Pikkulaivan kirjasto,Pikkulaiva Library
traffic,24.94715,60.21072,6677551,25497070,Käpylän kirjasto,Käpylä Library
traffic,25.012651,60.227364,6679405,25500701,Viikin kirjasto,Viikki Library
traffic,24.657864,60.203636,6676810,25481026,Entressen kirjasto,Entresse Library
traffic,24.946783,60.166336,6672606,25497045,Rikhardinkadun kirjasto,Rikhardinkatu Library
traffic,24.613712,60.169197,6672987,25478555,Saunalahden kirjasto,Saunalahti Library
traffic,24.62114,60.228016,6679537,25479005,Karhusuon kirjasto,Karhusuo Library
traffic,24.594921,60.188026,6675091,25477525,Kauklahden kirjasto,Kauklahti Library
traffic,25.037836,60.20663,6677095,25502098,Herttoniemen kirjasto,Herttoniemi Library
traffic,24.725943,60.21083,6677594,25484805,Kauniaisten kirjasto,Kauniainen library
traffic,24.95356,60.18372,6674543,25497423,Kallion kirjasto,Kallio Library
traffic,25.07989,60.212097,6677706,25504429,Itäkeskuksen kirjasto,Itäkeskus Library
traffic,24.976784,60.208977,6677356,25498713,Arabianrannan kirjasto,Arabianranta Library
traffic,24.891588,60.21417,6677939,25493990,Etelä-Haagan kirjasto,Etelä-Haaga Library
traffic,25.10364,60.277122,6684953,25505735,Hakunilan kirjasto,Hakunila Library
traffic,24.859592,60.245884,6681476,25492223,Malminkartanon kirjasto,Malminkartano Library
traffic,24.935858,60.200836,6676450,25496443,Pasilan kirjasto,Pasila Library
traffic,25.05702,60.270954,6684262,25503156,Puistolan kirjasto,Puistola Library
traffic,24.94135,60.249065,6681824,25496752,Paloheinän kirjasto,Paloheinä Library
traffic,24.986555,60.146717,6670419,25499253,Suomenlinnan kirjasto,Suomenlinna Library
traffic,25.076054,60.260307,6683077,25504210,Jakomäen kirjasto,Jakomäki Library
traffic,24.962605,60.22807,6679484,25497928,Oulunkylän kirjasto,Oulunkylä Library
traffic,25.049484,60.18003,6674132,25502746,Laajasalon kirjasto,Laajasalo Library
traffic,24.99842,60.275642,6684783,25499913,Suutarilan kirjasto,Suutarila Library
traffic,24.80551,60.204033,6676821,25489214,Laajalahden kirjasto,Laajalahti Library
traffic,24.990772,60.249966,6681923,25499489,Pukinmäen kirjasto,Pukinmäki Library
traffic,25.051582,60.194843,6675782,25502861,Roihuvuoren kirjasto,Roihuvuori Library
traffic,25.058722,60.296253,6687081,25503247,Hiekkaharjun kirjasto,Hiekkaharju Library
traffic,25.14392,60.20868,6677331,25507980,Vuosaaren kirjasto,Vuosaari Library
traffic,24.88338,60.15862,6671751,25493524,Lauttasaaren kirjasto,Lauttasaari Library
traffic,24.920868,60.159977,6671899,25495606,Jätkäsaaren kirjasto ja infokeskus,Jätkäsaari Library
traffic,24.917463,60.183304,6674498,25495420,Töölön kirjasto,Töölö Library
traffic,24.804855,60.256767,6682696,25489195,Pähkinärinteen kirjasto,Pähkinärinne Library
traffic,24.958258,60.284874,6685813,25497691,Pointin kirjasto,Point Library
traffic,25.076616,60.352,6693293,25504230,Lumon kirjasto,Lumo Library
traffic,24.853647,60.261337,6683198,25491898,Myyrmäen kirjasto,Myyrmäki Library
traffic,24.876202,60.23885,6680690,25493142,Kannelmäen kirjasto,Kannelmäki Library
traffic,25.211632,60.262024,6683285,25511716,Sakarinmäen lastenkirjasto,Sakarinmäki Children's Library
traffic,24.895195,60.20154,6676532,25494188,Pikku Huopalahden lastenkirjasto,Pikku Huopalahti Children's Library
traffic,24.80992,60.21748,6678318,25489463,Venäjänkielinen kirjasto,Russian Library
traffic,24.740381,60.190643,6675341,25485597,Suurpellon kirjasto,Suurpelto Library
traffic,25.041939,60.29517,6686960,25502319,Tikkurilan kirjasto,Tikkurila Library
traffic,25.075611,60.223507,6678977,25504191,Myllypuron mediakirjasto,Myllypuro Media Library
culture,24.810995,60.178864,6674016,25489511,Kino Tapiola,Kino Tapiola
culture,24.936592,60.17048,6673068,25496480,Korjaamo Kino Bio Rex,Korjaamo Kino Bio Rex
culture,24.930695,60.169373,6672945,25496153,Finnkino Tennispalatsi,Finnkino Tennispalatsi
culture,24.947798,60.16828,6672823,25497102,Finnkino Maxim,Finnkino Maxim
culture,24.920015,60.184296,6674609,25495562,Korjaamo Kino Töölö,Korjaamo Kino Töölö
culture,24.951138,60.175716,6673651,25497288,WHS Teatteri Union,WHS Teatteri Union
culture,24.946245,60.171185,6673147,25497016,Finnkino Kinopalatsi,Finnkino Kinopalatsi
culture,24.95773,60.18772,6674988,25497655,Riviera,Riviera
